,transaction_id,date,product_category,product_name,units_sold,unit_price,total_revenue,region,payment_method
193,20194,2022-01-02,Electronics,Sony WH-1000XM4 Headphones,4,349.99,1399.96,Australia,PayPal
194,20195,2022-01-02,Electronics,Sony WH-1000XM4 Headphones,2,349.99,699.98,Australia,Credit Card
195,20196,2022-01-02,Electronics,Apple AirPods Pro,1,249.99,249.99,Australia,Google Pay
196,20197,2022-01-02,Electronics,Apple AirPods Pro,1,249.99,249.99,Asia,Credit Card
197,20198,2022-01-02,Electronics,Apple AirPods Pro,2,249.99,499.98,South America,Google Pay
198,20199,2022-01-02,Electronics,Nintendo Switch,3,299.99,899.97,Australia,Debit Card
199,20200,2022-01-02,Electronics,Nintendo Switch,1,299.99,299.99,Asia,Google Pay
200,20201,2022-01-02,Electronics,Nintendo Switch,3,299.99,899.97,North America,Apple Pay
201,20202,2022-01-02,Electronics,Sony PlayStation 5,4,499.99,1999.96,South America,Credit Card
202,20203,2022-01-02,Electronics,Apple Watch Series 8,2,399.99,799.98,South America,Credit Card
203,20204,2022-01-02,Electronics,Apple Watch Series 8,2,399.99,799.98,Australia,PayPal
204,20205,2022-01-02,Electronics,Apple Watch Series 8,2,399.99,799.98,South America,Apple Pay
205,20206,2022-01-02,Electronics,Apple Watch Series 8,3,399.99,1199.97,South America,Debit Card
206,20207,2022-01-02,Home Appliances,Dyson V11 Vacuum,1,499.99,499.99,Asia,Apple Pay
207,20208,2022-01-02,Home Appliances,Instant Pot Duo,1,89.99,89.99,North America,Debit Card
208,20209,2022-01-02,Home Appliances,KitchenAid Stand Mixer,2,379.99,759.98,Asia,Debit Card
209,20210,2022-01-02,Home Appliances,Roomba i7+,2,799.99,1599.98,South America,Debit Card
210,20211,2022-01-02,Home Appliances,Roomba i7+,3,799.99,2399.97,Australia,PayPal
211,20212,2022-01-02,Home Appliances,Roomba i7+,3,799.99,2399.97,Asia,Debit Card
212,20213,2022-01-02,Home Appliances,Keurig K-Elite Coffee Maker,4,189.99,759.96,South America,Credit Card
213,20214,2022-01-02,Home Appliances,Vitamix Explorian Blender,1,349.99,349.99,Australia,Apple Pay
214,20215,2022-01-02,Home Appliances,Vitamix Explorian Blender,3,349.99,1049.97,Australia,PayPal
215,20216,2022-01-02,Home Appliances,Vitamix Explorian Blender,1,349.99,349.99,Asia,Apple Pay
216,20217,2022-01-02,Home Appliances,Vitamix Explorian Blender,2,349.99,699.98,South America,Apple Pay
217,20218,2022-01-02,Home Appliances,Dyson Pure Cool Link,3,499.99,1499.97,South America,Apple Pay
218,20219,2022-01-02,Home Appliances,Dyson Pure Cool Link,4,499.99,1999.96,Australia,PayPal
219,20220,2022-01-02,Home Appliances,Breville Smart Oven,1,299.99,299.99,North America,Google Pay
220,20221,2022-01-02,Home Appliances,Breville Smart Oven,2,299.99,599.98,South America,Debit Card
221,20222,2022-01-02,Home Appliances,Breville Smart Oven,1,299.99,299.99,North America,Debit Card
222,20223,2022-01-02,Home Appliances,Breville Smart Oven,1,299.99,299.99,North America,Apple Pay
223,20224,2022-01-02,Sports,Wilson Evolution Basketball,1,29.99,29.99,North America,Google Pay
224,20225,2022-01-02,Sports,Wilson Evolution Basketball,3,29.99,89.97,Asia,Google Pay
225,20226,2022-01-02,Sports,Babolat Pure Drive Tennis Racket,3,199.99,599.97,Asia,PayPal
226,20227,2022-01-02,Sports,Babolat Pure Drive Tennis Racket,3,199.99,599.97,North America,Apple Pay
227,20228,2022-01-02,Sports,Garmin Forerunner 945,1,599.99,599.99,Asia,Google Pay
228,20229,2022-01-02,Sports,Garmin Forerunner 945,3,599.99,1799.97,North America,Apple Pay
229,20230,2022-01-02,Sports,Garmin Forerunner 945,4,599.99,2399.96,Europe,Credit Card
230,20231,2022-01-02,Sports,Garmin Forerunner 945,4,599.99,2399.96,South America,Credit Card
231,20232,2022-01-02,Sports,Peloton Bike,2,1895.0,3790.0,Australia,Credit Card
232,20233,2022-01-02,Sports,Peloton Bike,1,1895.0,1895.0,Asia,Credit Card
233,20234,2022-01-02,Sports,Bowflex SelectTech 552 Dumbbells,3,399.99,1199.97,Asia,Google Pay
234,20235,2022-01-02,Sports,Bowflex SelectTech 552 Dumbbells,4,399.99,1599.96,Europe,Debit Card
235,20236,2022-01-02,Sports,Nike Air Zoom Pegasus 37,2,129.99,259.98,Europe,Google Pay
236,20237,2022-01-02,Sports,Nike Air Zoom Pegasus 37,1,129.99,129.99,Asia,Apple Pay
237,20238,2022-01-02,Sports,YETI Tundra 45 Cooler,2,299.99,599.98,North America,Apple Pay
238,20239,2022-01-02,Sports,YETI Tundra 45 Cooler,1,299.99,299.99,South America,Google Pay
239,20240,2022-01-02,Sports,YETI Tundra 45 Cooler,1,299.99,299.99,Australia,Credit Card
240,20241,2022-01-02,Sports,YETI Tundra 45 Cooler,4,299.99,1199.96,Europe,Credit Card
241,20242,2022-01-02,Sports,Fitbit Charge 5,4,129.99,519.96,North America,Credit Card
242,20243,2022-01-02,Sports,Fitbit Charge 5,1,129.99,129.99,Australia,Apple Pay
243,20244,2022-01-02,Sports,Fitbit Charge 5,3,129.99,389.97,Australia,Google Pay
244,20245,2022-01-03,Beauty Products,Neutrogena Skincare Set,1,89.99,89.99,North America,Credit Card
245,20246,2022-01-03,Beauty Products,Neutrogena Skincare Set,1,89.99,89.99,South America,Credit Card
246,20247,2022-01-03,Beauty Products,Neutrogena Skincare Set,1,89.99,89.99,Australia,Google Pay
247,20248,2022-01-03,Beauty Products,Neutrogena Skincare Set,2,89.99,179.98,South America,PayPal
248,20249,2022-01-03,Beauty Products,Chanel No. 5 Perfume,4,129.99,519.96,North America,Google Pay
249,20250,2022-01-03,Beauty Products,Chanel No. 5 Perfume,1,129.99,129.99,North America,Apple Pay
250,20251,2022-01-03,Beauty Products,Chanel No. 5 Perfume,1,129.99,129.99,North America,Google Pay
251,20252,2022-01-03,Beauty Products,La Mer Creme de la Mer Moisturizer,4,190.0,760.0,Europe,Google Pay
252,20253,2022-01-03,Beauty Products,La Mer Creme de la Mer Moisturizer,1,190.0,190.0,North America,Google Pay
253,20254,2022-01-03,Beauty Products,La Mer Creme de la Mer Moisturizer,1,190.0,190.0,Australia,Credit Card
254,20255,2022-01-03,Beauty Products,La Mer Creme de la Mer Moisturizer,4,190.0,760.0,South America,Apple Pay
255,20256,2022-01-03,Beauty Products,Drunk Elephant C-Firma Day Serum,3,78.0,234.0,North America,Credit Card
256,20257,2022-01-03,Beauty Products,Drunk Elephant C-Firma Day Serum,4,78.0,312.0,Asia,Apple Pay
257,20258,2022-01-03,Beauty Products,Drunk Elephant C-Firma Day Serum,4,78.0,312.0,Europe,Debit Card
258,20259,2022-01-03,Beauty Products,Drunk Elephant C-Firma Day Serum,2,78.0,156.0,North America,Debit Card
259,20260,2022-01-03,Beauty Products,Charlotte Tilbury Magic Cream,2,100.0,200.0,South America,Google Pay
260,20261,2022-01-03,Beauty Products,Charlotte Tilbury Magic Cream,3,100.0,300.0,Asia,Apple Pay
261,20262,2022-01-03,Beauty Products,Charlotte Tilbury Magic Cream,1,100.0,100.0,North America,Credit Card
262,20263,2022-01-03,Beauty Products,Tatcha The Water Cream,1,68.0,68.0,Europe,Credit Card
263,20264,2022-01-03,Beauty Products,Sunday Riley Good Genes,2,105.0,210.0,Australia,Credit Card
264,20265,2022-01-03,Beauty Products,Sunday Riley Good Genes,4,105.0,420.0,Asia,Apple Pay
265,20266,2022-01-03,Beauty Products,Sunday Riley Good Genes,3,105.0,315.0,North America,Credit Card
266,20267,2022-01-03,Beauty Products,Estee Lauder Advanced Night Repair,1,105.0,105.0,South America,Debit Card
267,20268,2022-01-03,Books,Atomic Habits by James Clear,2,16.99,33.98,North America,PayPal
268,20269,2022-01-03,Books,Atomic Habits by James Clear,1,16.99,16.99,Australia,Google Pay
269,20270,2022-01-03,Books,Atomic Habits by James Clear,1,16.99,16.99,North America,Debit Card
270,20271,2022-01-03,Books,The Da Vinci Code,2,15.99,31.98,Europe,Google Pay
271,20272,2022-01-03,Books,The Da Vinci Code,3,15.99,47.97,Australia,Debit Card
272,20273,2022-01-03,Books,Dune by Frank Herbert,1,25.99,25.99,South America,PayPal
